ナンバリング,Places
20707,"国道171号神戸方面, 嵐山方面, 嵐山方面, 国道171号神戸方面"
20200,"不明, 嵐山方面, 伏見稲荷大社周辺, 大原・八瀬方面, 宝ヶ池方面, 不明"
180415,"ＪＲ京都駅（在来線）, 京都駅周辺, 三十三間堂周辺, 東福寺周辺, 醍醐寺周辺, ＪＲ京都駅（在来線）"
310589,"ＪＲ京都駅（新幹線）, 金閣寺周辺, 衣笠・御室方面, 嵐山方面, 二条駅周辺, ＪＲ京都駅（新幹線）"
300599,"ＪＲ京都駅（新幹線）, ＪＲ京都駅（新幹線）, 高雄方面, 京都市内の宿泊施設, 京都駅周辺, ＪＲ京都駅（新幹線）, ＪＲ京都駅（新幹線）"
230010,"名神京都南インター, 高雄方面, 北山通周辺, 名神京都南インター"
80130,"ＪＲ京都駅（在来線）, 哲学の道周辺, 銀閣寺周辺, 平安神宮周辺, 三十三間堂周辺, ＪＲ京都駅（在来線）"
200476,"ＪＲ京都駅（在来線）, 北山通周辺, 上賀茂神社周辺, ＪＲ京都駅（在来線）"
350736,"阪急駅, 嵐山方面, 哲学の道周辺, その他ＪＲ駅"
300690,"京都市内の宿泊施設, 伏見周辺, 伏見周辺, 河原町・新京極方面, 京都駅周辺, ＪＲ京都駅（新幹線）"
210439,"ＪＲ京都駅（在来線）, 御所周辺, 下鴨神社周辺, 京都駅周辺, ＪＲ京都駅（在来線）"
240365,"京都市内の宿泊施設, 嵐山方面, 哲学の道周辺, 祇園方面, 嵐山方面, 嵯峨野方面, 嵐山方面, 京都市内の宿泊施設"
300412,"ＪＲ京都駅（新幹線）, 大徳寺周辺"
340276,"京都市内の宿泊施設, 具体的な地名, 具体的な地名, 京都市内の宿泊施設"
40060,"ＪＲ京都駅（新幹線）, 金閣寺周辺, 金閣寺周辺, 衣笠・御室方面, 衣笠・御室方面, 河原町・新京極方面, 河原町・新京極方面, 京都駅周辺, 京都市内の宿泊施設"
340117,"京都市内の自宅・知人宅, 松尾大社周辺, 河原町・新京極方面, 京都駅周辺, 京都市内の自宅・知人宅"
220298,"ＪＲ京都駅（在来線）, 嵐山方面, 松尾大社周辺, 不明"
100072,"京都市内の宿泊施設, 嵯峨野方面, 嵐山方面, その他ＪＲ駅, ＪＲ京都駅（新幹線）, ＪＲ京都駅（新幹線）"
200495,"京都市内の自宅・知人宅, 上賀茂神社周辺, 北山通周辺, 京都駅周辺, 河原町・新京極方面, 京都市内の自宅・知人宅"
120281,"名神京都東インター, 衣笠・御室方面, 嵯峨野方面, 花園方面, 祇園方面, 二条城周辺, 京都市内の宿泊施設"
230342,"京都市内の宿泊施設, 高雄方面, 京都市内の宿泊施設"
180476,"京阪駅, 哲学の道周辺, 平安神宮周辺, 醍醐寺周辺, 不明"
10309,"河原町・新京極方面, 清水寺周辺, 祇園方面, 銀閣寺周辺, 河原町・新京極方面, 河原町・新京極方面"
60422,"京北方面, 嵯峨野方面, 御所周辺, 不明"
311465,"京都市内の宿泊施設, 銀閣寺周辺, 清水寺周辺, ＪＲ京都駅（新幹線）"
280607,"阪急駅, 平安神宮周辺, 河原町・新京極方面, 祇園方面, 阪急駅"
110485,"不明, 具体的な地名, 具体的な地名, 不明"
230402,"ＪＲ京都駅（新幹線）, ＪＲ京都駅（新幹線）, 高雄方面, 京北方面, 不明"
270446,"京都市内の宿泊施設, 高雄方面, 嵯峨野方面, 京都駅周辺, 清水寺周辺, 京都市内の宿泊施設"
20848,"ＪＲ京都駅（新幹線）, 太秦方面, 嵐山方面, 嵯峨野方面, 京都駅周辺, ＪＲ京都駅（新幹線）"
160443,"名神京都南インター, 京都駅周辺, 京都市内の宿泊施設"
270213,"国道24号宇治奈良方面, 不明, 東福寺周辺, 三十三間堂周辺, 祇園方面, 清水寺周辺, 河原町・新京極方面, 名神京都東インター"
220432,"名神京都東インター, 松尾大社周辺, 不明"
10208,"ＪＲ京都駅（在来線）, 哲学の道周辺, 不明"
100242,"ＪＲ京都駅（在来線）, 嵐山方面, 嵐山方面, 嵯峨野方面, 具体的な地名, 嵯峨野方面, 河原町・新京極方面, 京都駅周辺, ＪＲ京都駅（新幹線）"
100171,"阪急駅, 嵯峨野方面, 河原町・新京極方面, 阪急駅"
230436,"京阪駅, 高雄方面, 京阪駅"
311360,None
20275,"阪急駅, 嵐山方面, 阪急駅"
190070,"京都市内の宿泊施設, 東寺周辺, 清水寺周辺, 京都駅周辺, 不明"
20702,"阪急駅, 嵯峨野方面, 祇園方面, 哲学の道周辺, 銀閣寺周辺, 平安神宮周辺, 阪急駅"
110399,"ＪＲ京都駅（新幹線）, 東寺周辺, 北野天満宮周辺, 大徳寺周辺, 上賀茂神社周辺, 大原・八瀬方面, 河原町・新京極方面, 京都駅周辺, 京都市内の宿泊施設"
90145,"国道９号亀岡方面, 京都駅周辺, 三十三間堂周辺, 宝ヶ池方面, 京都駅周辺, 国道９号亀岡方面"
180339,"京都市内の自宅・知人宅, 哲学の道周辺, 醍醐寺周辺, 哲学の道周辺, 不明"
180378,"京都市内の自宅・知人宅, 醍醐寺周辺, 宝ヶ池方面, 河原町・新京極方面, 京都市内の自宅・知人宅"
190058,"ＪＲ京都駅（新幹線）, 京都駅周辺, 東寺周辺, 東福寺周辺, 祇園方面, 清水寺周辺, 祇園方面, 京都市内の宿泊施設"
330101,"ＪＲ京都駅（新幹線）, 東福寺周辺, 修学院・詩仙堂周辺, 河原町・新京極方面, 清水寺周辺, 河原町・新京極方面, ＪＲ京都駅（新幹線）"
350584,"ＪＲ京都駅（新幹線）, 嵐山方面, 清水寺周辺, ＪＲ京都駅（在来線）"
50370,"ＪＲ京都駅（新幹線）, 銀閣寺周辺, 哲学の道周辺, ＪＲ京都駅（新幹線）"
120081,"ＪＲ京都駅（新幹線）, 清水寺周辺, 不明"
80394,"ＪＲ京都駅（新幹線）, 銀閣寺周辺, 哲学の道周辺, 哲学の道周辺, 哲学の道周辺, 具体的な地名, 京都駅周辺, 不明"
60034,"名神京都東インター, 御所周辺, 二条駅周辺, 二条城周辺, 不明"
150225,"その他ＪＲ駅, 鞍馬方面, 祇園方面, 具体的な地名, 不明"
110365,"不明, 大原・八瀬方面, ＪＲ京都駅（新幹線）"
110233,"名神京都東インター, 大原・八瀬方面, 銀閣寺周辺, 京都市内の宿泊施設"
190234,"その他ＪＲ駅, 嵐山方面, 嵐山方面, 嵯峨野方面, 嵯峨野方面, 嵯峨野方面, 嵯峨野方面, 清水寺周辺, 不明"
330259,"ＪＲ京都駅（在来線）, 修学院・詩仙堂周辺, ＪＲ京都駅（新幹線）"
40221,"阪急駅, 平安神宮周辺, 哲学の道周辺, 哲学の道周辺, 銀閣寺周辺, 金閣寺周辺, 具体的な地名, 京都市内の宿泊施設"
330141,"京阪駅, 祇園方面, 阪急駅"
50438,"阪急駅, 具体的な地名, 清水寺周辺, 哲学の道周辺, 銀閣寺周辺, 哲学の道周辺, 嵐山方面, 阪急駅"
250383,"ＪＲ京都駅（新幹線）, 祇園方面, 清水寺周辺, 不明"
50321,"不明, 具体的な地名, 具体的な地名, 具体的な地名, 具体的な地名, 不明"
80070,"京都市内の宿泊施設, 哲学の道周辺, 河原町・新京極方面, 京都駅周辺, 不明"
20331,"不明, 具体的な地名, 不明"
160444,"京阪駅, 清水寺周辺, 京都駅周辺, 不明"
340149,"ＪＲ京都駅（新幹線）, 具体的な地名, 具体的な地名, 不明"
260396,"ＪＲ京都駅（在来線）, 具体的な地名, 伏見稲荷大社周辺, ＪＲ京都駅（在来線）"
300014,None
270103,"ＪＲ京都駅（在来線）, 東福寺周辺, 修学院・詩仙堂周辺, ＪＲ京都駅（在来線）"
270211,"不明, 具体的な地名, 不明"
90197,"名神京都東インター, 河原町・新京極方面, 三十三間堂周辺, 清水寺周辺, 不明"
310117,"ＪＲ京都駅（在来線）, 大原・八瀬方面, 修学院・詩仙堂周辺, 具体的な地名, 祇園方面, ＪＲ京都駅（在来線）"
130104,"阪急駅, 嵐山方面, 嵯峨野方面, 衣笠・御室方面, 北野天満宮周辺, 衣笠・御室方面, 阪急駅"
120315,"京都市内の宿泊施設, 衣笠・御室方面, 河原町・新京極方面, ＪＲ京都駅（新幹線）"
170247,"ＪＲ京都駅（新幹線）, 不明"
40008,"不明, 金閣寺周辺, 二条城周辺, 清水寺周辺, 三十三間堂周辺, 祇園方面, 不明"
210364,"近鉄駅, 大原・八瀬方面, 大原・八瀬方面, 下鴨神社周辺, 京阪駅"
10766,"京都市内の宿泊施設, 二条駅周辺, 京都駅周辺, 清水寺周辺, ＪＲ京都駅（在来線）"
50106,"名神京都南インター, 嵐山方面, 衣笠・御室方面, 金閣寺周辺, 哲学の道周辺, 銀閣寺周辺, 名神京都東インター"
310756,"ＪＲ京都駅（在来線）, 河原町・新京極方面, ＪＲ京都駅（在来線）"
140175,"京阪駅, 衣笠・御室方面, 太秦方面, 嵐山方面, 阪急駅"
350401,"阪急駅, 嵐山方面, 河原町・新京極方面"
30433,"国道１号大津方面, 東福寺周辺, 哲学の道周辺, 平安神宮周辺, 国道１号大津方面"
300589,"ＪＲ京都駅（在来線）, 京都駅周辺, ＪＲ京都駅（新幹線）"
300637,"ＪＲ京都駅（新幹線）, 太秦方面, 衣笠・御室方面, 御所周辺, 東福寺周辺, 京都駅周辺, ＪＲ京都駅（新幹線）"
330294,"京阪駅, 鞍馬方面, 清水寺周辺, 祇園方面, 祇園方面"
220299,"ＪＲ京都駅（在来線）, 具体的な地名, 嵐山方面, 松尾大社周辺, ＪＲ京都駅（在来線）, ＪＲ京都駅（在来線）"
220337,"ＪＲ京都駅（在来線）, 具体的な地名, 嵐山方面, 松尾大社周辺, 京都駅周辺, ＪＲ京都駅（在来線）"
150061,"京都市内の宿泊施設, 御所周辺, 鞍馬方面, 京都駅周辺, 京都駅周辺"
20055,"京都市内の宿泊施設, 松尾大社周辺, 嵐山方面, 国道９号亀岡方面"
10128,"京都市内の宿泊施設, 清水寺周辺, 銀閣寺周辺, ＪＲ京都駅（新幹線）"
300590,"京都市内の自宅・知人宅, 具体的な地名, 具体的な地名, ＪＲ京都駅（新幹線）"
290404,"京都市内の宿泊施設, ＪＲ京都駅（在来線）, 高雄方面, ＪＲ京都駅（在来線）, 東福寺周辺, 祇園方面, 京都市内の宿泊施設, 清水寺周辺, 京都市内の宿泊施設"
280220,"ＪＲ京都駅（新幹線）, 銀閣寺周辺, 哲学の道周辺, 平安神宮周辺, 祇園方面, 清水寺周辺, 祇園方面, 河原町・新京極方面, ＪＲ京都駅（新幹線）"
311192,"京都市内の宿泊施設, 清水寺周辺, 銀閣寺周辺, ＪＲ京都駅（新幹線）"
100183,"ＪＲ京都駅（新幹線）, 嵯峨野方面, 嵐山方面, 嵯峨野方面, 金閣寺周辺, 哲学の道周辺, 河原町・新京極方面, ＪＲ京都駅（新幹線）"
200346,"京都市内の宿泊施設, 高雄方面, ＪＲ京都駅（新幹線）"
200146,"名神京都東インター, 具体的な地名, 具体的な地名, 具体的な地名, 名神京都東インター"
320072,"その他ＪＲ駅, 二条城周辺, 二条駅周辺, 嵐山方面, その他ＪＲ駅"
10829,"名神京都南インター, 嵐山方面, 清水寺周辺, 名神京都南インター"
230033,"ＪＲ京都駅（新幹線）, 銀閣寺周辺, 哲学の道周辺, 祇園方面, 京都駅周辺, 京都駅周辺"
150435,"阪急駅, 大原・八瀬方面, 鞍馬方面, 銀閣寺周辺, 阪急駅"
110098,"ＪＲ京都駅（新幹線）, 大原・八瀬方面, 修学院・詩仙堂周辺, 三十三間堂周辺, 京都駅周辺, 不明"
160282,"ＪＲ京都駅（新幹線）, 東寺周辺, 京都駅周辺, 河原町・新京極方面, 京都駅周辺, 不明"
350268,"その他ＪＲ駅, 嵐山方面, 祇園方面, ＪＲ京都駅（新幹線）"
310517,"ＪＲ京都駅（在来線）, 京都駅周辺, ＪＲ京都駅（在来線）"
90118,"京都市内の宿泊施設, 三十三間堂周辺, ＪＲ京都駅（新幹線）"
150135,"京阪駅, 具体的な地名, 具体的な地名, その他ＪＲ駅"
130080,"ＪＲ京都駅（新幹線）, 高雄方面, 衣笠・御室方面, ＪＲ京都駅（新幹線）"
90193,None
300209,"ＪＲ京都駅（新幹線）, 平安神宮周辺, 哲学の道周辺, 銀閣寺周辺, 御所周辺, 京都市内の宿泊施設"
90461,"京都市内の自宅・知人宅, 三十三間堂周辺, 不明"
260411,"京都市内の宿泊施設, 具体的な地名, 東福寺周辺, 伏見稲荷大社周辺, ＪＲ京都駅（新幹線）"
60230,"近鉄駅, 三十三間堂周辺, 河原町・新京極方面, 二条城周辺, 御所周辺, 京都駅周辺, ＪＲ京都駅（新幹線）"
90020,"近鉄駅, 三十三間堂周辺, 河原町・新京極方面, 二条城周辺, 御所周辺, 京都駅周辺, ＪＲ京都駅（新幹線）"
170305,None
20630,"阪急駅, 嵐山方面, 京都駅周辺, 不明"
180147,"ＪＲ京都駅（新幹線）, 具体的な地名, 不明"
300197,"ＪＲ京都駅（新幹線）, 東福寺周辺, 京都市内の宿泊施設"
100266,"京都市内の宿泊施設, 嵐山方面, 嵯峨野方面, 京都駅周辺, ＪＲ京都駅（新幹線）"
340342,"阪急駅, 下鴨神社周辺, 伏見稲荷大社周辺, 河原町・新京極方面, 阪急駅"
40010,None
230114,"ＪＲ京都駅（新幹線）, 鞍馬方面, 修学院・詩仙堂周辺, ＪＲ京都駅（新幹線）"
80245,"京都市内の宿泊施設, 祇園方面, 銀閣寺周辺, 哲学の道周辺, 平安神宮周辺, 東寺周辺, ＪＲ京都駅（新幹線）"
100483,"名神京都南インター, 具体的な地名, 具体的な地名, 京都駅周辺, 名神京都南インター"
280141,"阪急駅, 嵐山方面, 祇園方面, 阪急駅"
330364,"京阪駅, 祇園方面, 祇園方面, 不明"
80372,"名神京都東インター, 哲学の道周辺, 清水寺周辺, 伏見周辺, 名神京都南インター"
30103,"ＪＲ京都駅（新幹線）, 平安神宮周辺, 哲学の道周辺, 河原町・新京極方面, 京都市内の宿泊施設"
30102,"ＪＲ京都駅（新幹線）, 平安神宮周辺, 哲学の道周辺, 河原町・新京極方面, 京都市内の宿泊施設"
40454,"京都市内の宿泊施設, 金閣寺周辺, 大徳寺周辺, 御所周辺, 京都駅周辺, 河原町・新京極方面, 京都市内の宿泊施設"
50297,"京都市内の宿泊施設, 哲学の道周辺, 銀閣寺周辺, 清水寺周辺, 京都駅周辺, 京都駅周辺"
100184,"不明, 嵐山方面, 伏見稲荷大社周辺, 清水寺周辺, 不明"
220127,"京都市内の宿泊施設, 松尾大社周辺, 松尾大社周辺, 河原町・新京極方面, 京都駅周辺, 不明"
20067,"京都市内の宿泊施設, 御所周辺, 嵐山方面, 嵯峨野方面, ＪＲ京都駅（新幹線）"
10967,"京都市内の自宅・知人宅, 衣笠・御室方面, 嵐山方面, 祇園方面, 衣笠・御室方面, 御所周辺, 京都市内の自宅・知人宅"
250014,"名神京都南インター, 祇園方面, 清水寺周辺, 祇園方面, 名神京都南インター"
60290,None
210208,"京阪駅, 御所周辺, 下鴨神社周辺, 不明"
170231,None
10119,"阪急駅, 祇園方面, 清水寺周辺, 河原町・新京極方面, 二条城周辺, 河原町・新京極方面, 阪急駅"
150082,"京都市内の自宅・知人宅, 鞍馬方面, 具体的な地名, 京都市内の自宅・知人宅"
350450,"ＪＲ京都駅（在来線）, 嵯峨野方面, 衣笠・御室方面, 上賀茂神社周辺, 不明"
350449,"ＪＲ京都駅（在来線）, 嵯峨野方面, 衣笠・御室方面, 上賀茂神社周辺, 不明"
50274,"名神京都東インター, 哲学の道周辺, 哲学の道周辺, 哲学の道周辺, 祇園方面"
100408,"その他ＪＲ駅, 嵐山方面, 嵯峨野方面, 不明"
80223,"ＪＲ京都駅（在来線）, 哲学の道周辺, 河原町・新京極方面, 京都駅周辺, 京都駅周辺"
80279,"ＪＲ京都駅（在来線）, 哲学の道周辺, 祇園方面, 河原町・新京極方面, 京都市営地下鉄の駅"
230133,"名神京都南インター, 高雄方面, 祇園方面, 国道１号大阪方面"
210137,"京都駅周辺, 上賀茂神社周辺, 下鴨神社周辺, 東寺周辺, ＪＲ京都駅（新幹線）"
110198,"京都市内の自宅・知人宅, 大原・八瀬方面, 河原町・新京極方面, 名神京都南インター"
240181,"京都市内の宿泊施設, 清水寺周辺, ＪＲ京都駅（新幹線）"
311342,"ＪＲ京都駅（新幹線）, 高雄方面, ＪＲ京都駅（在来線）"
30147,"ＪＲ京都駅（新幹線）, 平安神宮周辺, 哲学の道周辺, 河原町・新京極方面, 京都駅周辺, 平安神宮周辺, 京都駅周辺, 京都市内の宿泊施設"
160183,"京都市内の宿泊施設, 河原町・新京極方面, 祇園方面, 河原町・新京極方面, 京都駅周辺, ＪＲ京都駅（新幹線）"
60270,"京阪駅, 二条城周辺, 河原町・新京極方面, 京阪駅"
310669,"ＪＲ京都駅（新幹線）, 太秦方面, 嵐山方面, 嵯峨野方面, 嵐山方面, 阪急駅"
210008,"京都市内の宿泊施設, 下鴨神社周辺, 銀閣寺周辺, 哲学の道周辺, 京都駅周辺, 京都市内の宿泊施設"
90247,"京都市内の宿泊施設, 三十三間堂周辺, 祇園方面, 河原町・新京極方面, 不明"
310372,"京都市内の自宅・知人宅, 河原町・新京極方面, ＪＲ京都駅（新幹線）"
310801,None
200182,"阪急駅, 下鴨神社周辺, 上賀茂神社周辺, 河原町・新京極方面, 阪急駅"
80301,None
240346,"名神京都南インター, 清水寺周辺, 祇園方面, 清水寺周辺, 名神京都東インター"
20090,"ＪＲ京都駅（新幹線）, 嵐山方面, 嵯峨野方面, 哲学の道周辺, 京都駅周辺, 不明"
250273,"不明, 光悦寺周辺, 大徳寺周辺, 祇園方面, 具体的な地名, 名神京都南インター"
100295,"京都市内の宿泊施設, 京都駅周辺, 東福寺周辺, 京都駅周辺, 哲学の道周辺, 清水寺周辺, ＪＲ京都駅（新幹線）"
240461,"ＪＲ京都駅（在来線）, 哲学の道周辺, 祇園方面, ＪＲ京都駅（在来線）"
190329,"京都市内の自宅・知人宅, 具体的な地名, 東寺周辺, 具体的な地名, 具体的な地名, 河原町・新京極方面, 京都市内の自宅・知人宅"
70196,"阪急駅, 御所周辺, 御所周辺, 京都駅周辺, ＪＲ京都駅（新幹線）"
100164,"京阪駅, 東福寺周辺, 哲学の道周辺, 祇園方面, 清水寺周辺, 不明"
350272,"阪急駅, 嵐山方面, 河原町・新京極方面, 不明"
10383,"名神京都南インター, 清水寺周辺, 名神京都南インター"
250011,"名神京都東インター, 具体的な地名, 祇園方面, 清水寺周辺, 河原町・新京極方面, 具体的な地名, 名神京都東インター"
40222,"ＪＲ京都駅（新幹線）, 銀閣寺周辺, 金閣寺周辺, 二条城周辺, 御所周辺"
20025,"京都市内の宿泊施設, 嵐山方面, 東福寺周辺, 京都市営地下鉄の駅"
50210,"京都市内の宿泊施設, 銀閣寺周辺, 哲学の道周辺, 祇園方面, 京都市内の宿泊施設"
50231,"京都市内の宿泊施設, 銀閣寺周辺, 哲学の道周辺, ＪＲ京都駅（在来線）"
220029,"ＪＲ京都駅（新幹線）, 松尾大社周辺, 嵐山方面, 二条駅周辺, ＪＲ京都駅（新幹線）"
130377,"ＪＲ京都駅（在来線）, 京都駅周辺, 嵐山方面, 嵯峨野方面, 花園方面, 衣笠・御室方面, 大徳寺周辺, ＪＲ京都駅（在来線）"
80188,"ＪＲ京都駅（新幹線）, 京都駅周辺, 東福寺周辺, 河原町・新京極方面, 祇園方面, 清水寺周辺, 京都駅周辺, ＪＲ京都駅（新幹線）"
330074,"ＪＲ京都駅（在来線）, 清水寺周辺, 祇園方面, 不明"
160148,"ＪＲ京都駅（新幹線）, 京都駅周辺, 不明"
20619,"ＪＲ京都駅（新幹線）, 東福寺周辺, 嵯峨野方面, 嵐山方面, その他ＪＲ駅"
110002,"京都市内の宿泊施設, 大原・八瀬方面, 哲学の道周辺, 京都市内の宿泊施設"
240027,"ＪＲ京都駅（新幹線）, 清水寺周辺, 祇園方面, 哲学の道周辺, 河原町・新京極方面, 御所周辺, ＪＲ京都駅（新幹線）"
311156,"その他ＪＲ駅, 衣笠・御室方面, 祇園方面, 清水寺周辺, 具体的な地名, ＪＲ京都駅（在来線）"
350297,"阪急駅, 嵐山方面, 河原町・新京極方面, ＪＲ京都駅（新幹線）"
200016,"ＪＲ京都駅（在来線）, 上賀茂神社周辺, 鞍馬方面, 大原・八瀬方面, ＪＲ京都駅（在来線）"
220176,"不明, 清水寺周辺, 祇園方面, 東福寺周辺, 不明"
50222,"京都市内の宿泊施設, 銀閣寺周辺, 哲学の道周辺, 太秦方面, 河原町・新京極方面, 京都市内の宿泊施設"
100051,"京都市内の宿泊施設, 嵯峨野方面, 嵐山方面, ＪＲ京都駅（新幹線）"
300372,"京都市内の宿泊施設, ＪＲ京都駅（新幹線）"
170104,"京都市内の宿泊施設, 京都駅周辺, ＪＲ京都駅（在来線）"
100159,"阪急駅, 嵐山方面, 嵯峨野方面, 東福寺周辺, 祇園方面, 京都駅周辺, ＪＲ京都駅（新幹線）"
40026,None
210113,"ＪＲ京都駅（新幹線）, 下鴨神社周辺, 大徳寺周辺, 二条駅周辺, 京都市内の宿泊施設"
80297,"ＪＲ京都駅（新幹線）, 東福寺周辺, 祇園方面, 修学院・詩仙堂周辺, 不明"
50396,"ＪＲ京都駅（新幹線）, 東福寺周辺, 哲学の道周辺, 銀閣寺周辺, 修学院・詩仙堂周辺, 不明"
270335,"京都市内の宿泊施設, 伏見周辺, 東福寺周辺, 三十三間堂周辺, ＪＲ京都駅（新幹線）"
120013,"京都市内の自宅・知人宅, 衣笠・御室方面, 嵐山方面, ＪＲ京都駅（新幹線）"
90442,"京阪駅, 大原・八瀬方面, 三十三間堂周辺, 祇園方面, 哲学の道周辺, 河原町・新京極方面, 京阪駅"
290001,"近鉄駅, 具体的な地名, 具体的な地名, 具体的な地名, 具体的な地名, 不明"
60028,"京都市内の宿泊施設, 二条城周辺, ＪＲ京都駅（新幹線）"
220159,"阪急駅, 松尾大社周辺, 京都駅周辺, 清水寺周辺, 不明"
10647,"ＪＲ京都駅（在来線）, 東寺周辺, 清水寺周辺, 河原町・新京極方面, ＪＲ京都駅（在来線）"
80416,"京都市内の自宅・知人宅, 平安神宮周辺, 哲学の道周辺, 河原町・新京極方面, 京都市内の自宅・知人宅"
290103,None
350081,"名神京都東インター, 嵐山方面, 名神京都南インター"
330056,"ＪＲ京都駅（在来線）, 東福寺周辺, 大原・八瀬方面, 不明"
100076,"京都市内の宿泊施設, 祇園方面, 清水寺周辺, 嵯峨野方面, 嵯峨野方面, 名神京都南インター"
230036,"名神京都南インター, 高雄方面, 嵐山方面, 具体的な地名, 名神京都南インター"
50357,"京都市内の宿泊施設, 京都駅周辺, 不明"
60040,"名神京都南インター, 二条城周辺, 金閣寺周辺, 衣笠・御室方面, 衣笠・御室方面, 平安神宮周辺, 祇園方面, 三十三間堂周辺, ＪＲ京都駅（新幹線）"
110139,"不明, 大原・八瀬方面, 三十三間堂周辺, 銀閣寺周辺, 哲学の道周辺, 平安神宮周辺, 不明"
190032,"不明, 東寺周辺, 哲学の道周辺, 京都駅周辺, 不明"
20183,"名神京都東インター, 嵐山方面, 哲学の道周辺, 哲学の道周辺, 清水寺周辺, 河原町・新京極方面, 京都駅周辺, 京都市内の宿泊施設"
180108,None
110268,"京都市内の宿泊施設, 不明"
100232,"京都市内の宿泊施設, 嵐山方面, 嵯峨野方面, 嵐山方面, 河原町・新京極方面, 京都駅周辺, ＪＲ京都駅（新幹線）"
90475,"ＪＲ京都駅（新幹線）, 哲学の道周辺, 銀閣寺周辺, 三十三間堂周辺, 京都市内の宿泊施設"
240054,"京都市内の宿泊施設, 祇園方面, 名神京都南インター"
340080,"不明, 金閣寺周辺, 不明"
220124,"名神京都南インター, 松尾大社周辺, 北野天満宮周辺, 祇園方面, 名神京都東インター"
240417,"ＪＲ京都駅（新幹線）, 祇園方面, 河原町・新京極方面, 祇園方面, 祇園方面"
20058,"京都市内の宿泊施設, 嵐山方面, 嵐山方面, 嵐山方面, 嵐山方面, 東寺周辺, 不明"
311333,"ＪＲ京都駅（在来線）, 具体的な地名, 不明"
40134,"京都市内の宿泊施設, 嵐山方面, 金閣寺周辺, ＪＲ京都駅（新幹線）"
100244,"京都市内の宿泊施設, 京都駅周辺, 嵯峨野方面, 嵐山方面, 松尾大社周辺, 松尾大社周辺, 京都駅周辺, 京都駅周辺"
350069,"京都市内の宿泊施設, 具体的な地名, 具体的な地名, 具体的な地名, 具体的な地名, 不明"
270479,"ＪＲ京都駅（在来線）, 銀閣寺周辺, 具体的な地名, 具体的な地名, 具体的な地名, 具体的な地名, 具体的な地名, ＪＲ京都駅（新幹線）"
130143,"ＪＲ京都駅（在来線）, 衣笠・御室方面, 金閣寺周辺, 国道１号大阪方面"
350097,"阪急駅, 太秦方面, 嵐山方面, 不明"
330058,"ＪＲ京都駅（新幹線）, 東福寺周辺, 修学院・詩仙堂周辺, 銀閣寺周辺, 清水寺周辺, ＪＲ京都駅（新幹線）"
30463,"不明, 平安神宮周辺, 平安神宮周辺, 具体的な地名, ＪＲ京都駅（新幹線）"
10196,"名神京都東インター, 清水寺周辺, 大原・八瀬方面, 嵐山方面, 名神京都南インター"
240212,"その他ＪＲ駅, 祇園方面, 平安神宮周辺, 東福寺周辺, 嵐山方面, ＪＲ京都駅（在来線）"
310693,"不明, 具体的な地名, 不明"
190291,"名神京都南インター, 祇園方面, 東福寺周辺, 東寺周辺, 祇園方面, 京都駅周辺, 名神京都南インター"
270180,"ＪＲ京都駅（在来線）, 東福寺周辺, 祇園方面, 河原町・新京極方面, 不明"
130105,"京都市内の宿泊施設, 衣笠・御室方面, 衣笠・御室方面, 御所周辺, 具体的な地名, ＪＲ京都駅（新幹線）"
230240,"名神京都南インター, 高雄方面, 国道171号神戸方面"
270484,"ＪＲ京都駅（新幹線）, 醍醐寺周辺, 東福寺周辺, ＪＲ京都駅（新幹線）"
150362,"阪急駅, 宝ヶ池方面, 鞍馬方面, 不明, 河原町・新京極方面, 不明"
300746,"近鉄駅, 三十三間堂周辺, 清水寺周辺, ＪＲ京都駅（新幹線）"
300400,"ＪＲ京都駅（新幹線）, 銀閣寺周辺, 具体的な地名, 具体的な地名, 具体的な地名, 京都市内の宿泊施設"
310683,"不明, 具体的な地名, 具体的な地名, 具体的な地名, 不明"
280241,"京都市内の宿泊施設, 光悦寺周辺, 河原町・新京極方面, 祇園方面, 京都駅周辺, ＪＲ京都駅（新幹線）"
110250,"名神京都南インター, 嵐山方面, 北野天満宮周辺, 大原・八瀬方面, 国道367号途中方面"
100401,"ＪＲ京都駅（新幹線）, 具体的な地名, 嵐山方面, 嵯峨野方面, 京都市内の宿泊施設"
300163,"その他ＪＲ駅, 嵐山方面, 高雄方面, 京都市内の宿泊施設"
190211,"ＪＲ京都駅（新幹線）, 東寺周辺, 京都駅周辺, 京阪駅"
80316,"名神京都東インター, 銀閣寺周辺, 哲学の道周辺, 平安神宮周辺, 名神京都東インター"
100235,"ＪＲ京都駅（新幹線）, ＪＲ京都駅（新幹線）"
170148,"京都市内の宿泊施設, 二条城周辺, 京都駅周辺, 名神京都東インター"
300707,"京都市内の宿泊施設, 光悦寺周辺, 大徳寺周辺, 河原町・新京極方面, 京都駅周辺, 不明"
10990,"不明, 具体的な地名, 具体的な地名, 具体的な地名, 具体的な地名, 具体的な地名, 不明"
290173,None
140111,"阪急駅, 嵐山方面, 太秦方面, 上賀茂神社周辺, 鞍馬方面, 河原町・新京極方面, 阪急駅"
130187,"国道24号宇治奈良方面, 伏見稲荷大社周辺, 下鴨神社周辺, 上賀茂神社周辺, 高雄方面, 嵯峨野方面, 衣笠・御室方面, 不明"
40104,"ＪＲ京都駅（在来線）, 金閣寺周辺, 京都駅周辺, 不明"
