ナンバリング,Places
330082,"京阪駅, 修学院・詩仙堂周辺, 鞍馬方面, 宝ヶ池方面, 京阪駅"
210220,"名神京都南インター, 下鴨神社周辺, 京都駅周辺, 不明"
110253,"名神京都南インター, 哲学の道周辺, 大原・八瀬方面, 伏見稲荷大社周辺, 不明"
80002,"名神京都東インター, 哲学の道周辺, 銀閣寺周辺, 哲学の道周辺, 祇園方面, 名神京都南インター"
150371,"名神京都南インター, 鞍馬方面, 名神京都南インター"
220462,"名神京都南インター, 花園方面, 大原・八瀬方面, 京都駅周辺, 城南宮周辺"
50034,"京都市内の宿泊施設, 哲学の道周辺, 銀閣寺周辺, 平安神宮周辺, 清水寺周辺, 祇園方面, 平安神宮周辺"
210324,"京阪駅, 下鴨神社周辺, 哲学の道周辺, 銀閣寺周辺, 哲学の道周辺, 近鉄駅"
130160,"近鉄駅, 高雄方面, 衣笠・御室方面, 花園方面, ＪＲ京都駅（新幹線）"
250253,"名神京都東インター, 平安神宮周辺, 下鴨神社周辺, 上賀茂神社周辺, 金閣寺周辺, 祇園方面, 名神京都東インター"
220093,"名神京都南インター, 松尾大社周辺, 銀閣寺周辺, 哲学の道周辺, 京都駅周辺, 名神京都南インター"
240412,"名神京都南インター, 鞍馬方面, 鞍馬方面"
70165,None
100226,"国道１号大津方面, 嵐山方面, 平安神宮周辺, 祇園方面, 河原町・新京極方面, 不明"
30405,"京都市内の自宅・知人宅, 平安神宮周辺, 哲学の道周辺, 京都市内の自宅・知人宅"
120161,"京阪駅, 具体的な地名, 高雄方面, 嵯峨野方面, 太秦方面, 衣笠・御室方面, 祇園方面, 京阪駅"
110125,"京都市内の宿泊施設, 大原・八瀬方面, 平安神宮周辺, 名神京都南インター"
220433,"京都市内の自宅・知人宅, 松尾大社周辺, ＪＲ京都駅（新幹線）"
50539,"ＪＲ京都駅（新幹線）, 金閣寺周辺, 哲学の道周辺, 銀閣寺周辺, 河原町・新京極方面, 京都市内の宿泊施設"
230123,"京都市内の自宅・知人宅, 高雄方面, 嵯峨野方面, 河原町・新京極方面, 京都市内の自宅・知人宅"
230018,"その他京都市境の道路, 高雄方面, その他京都市境の道路"
20394,None
210163,"京都市内の宿泊施設, 平安神宮周辺, 祇園方面, 下鴨神社周辺, 京都駅周辺"
100050,"金閣寺周辺, 高雄方面, 嵯峨野方面, 東福寺周辺, 京都市内の宿泊施設"
130090,"阪急駅, 嵐山方面, 衣笠・御室方面, 具体的な地名, 下鴨神社周辺, 阪急駅"
10765,"京都市内の宿泊施設, 具体的な地名, 清水寺周辺, 祇園方面, 不明"
70231,"ＪＲ京都駅（在来線）, 哲学の道周辺, 御所周辺, 金閣寺周辺, ＪＲ京都駅（在来線）"
20419,"ＪＲ京都駅（新幹線）, 嵐山方面, ＪＲ京都駅（新幹線）"
330356,"阪急駅, 河原町・新京極方面, 宝ヶ池方面, 河原町・新京極方面, 阪急駅"
300648,"京都市内の宿泊施設, 嵐山方面, 河原町・新京極方面, 祇園方面, ＪＲ京都駅（新幹線）"
130139,"京都市内の自宅・知人宅, 高雄方面, 衣笠・御室方面, 清水寺周辺, 不明"
90135,"国道171号神戸方面, 清水寺周辺, 清水寺周辺, 京都市内の自宅・知人宅"
280619,"京都市内の自宅・知人宅, 大原・八瀬方面, 具体的な地名, 祇園方面, 東福寺周辺, 京都市内の自宅・知人宅"
310828,"ＪＲ京都駅（新幹線）, 嵐山方面, 京都市内の宿泊施設"
90127,"京都市内の宿泊施設, 三十三間堂周辺, 不明"
170101,"京都市内の宿泊施設, 京都駅周辺, 清水寺周辺, 哲学の道周辺, ＪＲ京都駅（新幹線）"
100275,"名神京都南インター, 嵯峨野方面, 不明"
90022,"ＪＲ京都駅（新幹線）, 三十三間堂周辺, 清水寺周辺, 具体的な地名, 大徳寺周辺, 京都市内の宿泊施設"
130129,"京都市内の宿泊施設, 北野天満宮周辺, 衣笠・御室方面, 京都駅周辺, 京都駅周辺, 河原町・新京極方面, 京都市内の自宅・知人宅"
40020,"ＪＲ京都駅（在来線）, 金閣寺周辺, 衣笠・御室方面, 銀閣寺周辺, 哲学の道周辺, ＪＲ京都駅（新幹線）"
180219,"名神京都南インター, 清水寺周辺, 醍醐寺周辺, 名神京都南インター"
10552,"名神京都南インター, 清水寺周辺, 祇園方面, 河原町・新京極方面, 名神京都南インター"
160080,"ＪＲ京都駅（在来線）, 京都駅周辺, 哲学の道周辺, 哲学の道周辺, 京都市内の宿泊施設"
330083,"阪急駅, 鞍馬方面, 河原町・新京極方面, 阪急駅"
180106,"京都市内の宿泊施設, 醍醐寺周辺, 哲学の道周辺, 京阪駅"
180194,"京都市営地下鉄の駅, 不明"
20555,"ＪＲ京都駅（新幹線）, 嵐山方面, 嵐山方面, 河原町・新京極方面, 京都市内の宿泊施設"
10492,"名神京都南インター, 平安神宮周辺, 清水寺周辺, 平安神宮周辺, 名神京都南インター"
50059,"ＪＲ京都駅（新幹線）, 銀閣寺周辺, 哲学の道周辺, 平安神宮周辺, 祇園方面, 清水寺周辺, 京都駅周辺, 不明"
230297,None
340127,"阪急駅, 具体的な地名, 具体的な地名, 阪急駅"
310691,"ＪＲ京都駅（在来線）, 京都駅周辺, 京都駅周辺, 京都駅周辺, 不明"
310712,"ＪＲ京都駅（在来線）, 東寺周辺, 不明"
250102,"名神京都南インター, 祇園方面, 清水寺周辺, 祇園方面, 名神京都南インター"
250097,"名神京都南インター, 祇園方面, 清水寺周辺, 祇園方面, 名神京都南インター"
100019,"名神京都南インター, 嵯峨野方面, 高雄方面, 北野天満宮周辺, 不明"
110189,"河原町・新京極方面, 大原・八瀬方面, 哲学の道周辺, 河原町・新京極方面, 河原町・新京極方面, 河原町・新京極方面"
80252,None
180241,"ＪＲ京都駅（新幹線）, 醍醐寺周辺, 大徳寺周辺, 衣笠・御室方面, 不明"
200313,"京都市内の自宅・知人宅, 上賀茂神社周辺, 太秦方面, 嵐山方面, 北山通周辺, 京都市内の自宅・知人宅"
311394,"ＪＲ京都駅（在来線）, 京都駅周辺, ＪＲ京都駅（在来線）"
160447,"ＪＲ京都駅（在来線）, 清水寺周辺, 祇園方面, 京都駅周辺, ＪＲ京都駅（在来線）"
230408,"京都市内の宿泊施設, 大原・八瀬方面, 高雄方面, 嵯峨野方面, 名神京都南インター"
210116,"ＪＲ京都駅（在来線）, 東福寺周辺, 下鴨神社周辺, 銀閣寺周辺, 河原町・新京極方面, 祇園方面, 京都市内の宿泊施設"
280634,"京都市内の宿泊施設, 高雄方面, 嵐山方面, 祇園方面, 京都市内の宿泊施設"
350793,"その他ＪＲ駅, 嵐山方面, 京都駅周辺, ＪＲ京都駅（在来線）"
160414,"ＪＲ京都駅（在来線）, 京都駅周辺, 京都駅周辺, 京都駅周辺, 京都駅周辺, ＪＲ京都駅（在来線）"
130221,"阪急駅, 衣笠・御室方面, 阪急駅"
40421,"京都市内の宿泊施設, 金閣寺周辺, 衣笠・御室方面, 衣笠・御室方面, 北野天満宮周辺, ＪＲ京都駅（新幹線）"
180464,"阪急駅, 大原・八瀬方面, 修学院・詩仙堂周辺, 平安神宮周辺, 哲学の道周辺, 醍醐寺周辺, 祇園方面, 阪急駅"
180344,"その他京都市境の道路, 醍醐寺周辺, 名神京都南インター"
90407,"京都市内の宿泊施設, 平安神宮周辺, 哲学の道周辺, 祇園方面, 三十三間堂周辺, ＪＲ京都駅（新幹線）"
90115,"ＪＲ京都駅（新幹線）, 三十三間堂周辺, 清水寺周辺, 祇園方面, 平安神宮周辺, 哲学の道周辺, 祇園方面, 京都市内の宿泊施設"
70288,"ＪＲ京都駅（新幹線）, 祇園方面, 二条駅周辺, 祇園方面, 不明"
160089,"名神京都南インター, 金閣寺周辺, 衣笠・御室方面, 京都駅周辺, 名神京都南インター"
180492,"近鉄駅, 具体的な地名, 具体的な地名, 具体的な地名, 具体的な地名, 醍醐寺周辺, 具体的な地名, 不明"
100010,"京都市内の宿泊施設, 嵯峨野方面, 二条城周辺, 京都市内の宿泊施設"
250321,"名神京都南インター, 京都駅周辺, 祇園方面, 清水寺周辺, 名神京都南インター"
230211,"ＪＲ京都駅（新幹線）, 高雄方面, ＪＲ京都駅（新幹線）"
40473,"京都市内の自宅・知人宅, 金閣寺周辺, 衣笠・御室方面, 嵐山方面, 嵯峨野方面, 京都市内の自宅・知人宅"
210451,"京阪駅, 下鴨神社周辺, 上賀茂神社周辺, 祇園方面, 京阪駅"
10634,"阪急駅, 京都駅周辺, 清水寺周辺, 祇園方面, 河原町・新京極方面, 阪急駅"
200397,"阪急駅, 金閣寺周辺, 衣笠・御室方面, 衣笠・御室方面, 上賀茂神社周辺, 下鴨神社周辺, 阪急駅"
110225,"ＪＲ京都駅（在来線）, 大原・八瀬方面, ＪＲ京都駅（在来線）"
170497,"ＪＲ京都駅（在来線）, 京都駅周辺, 京都駅周辺, ＪＲ京都駅（在来線）"
250458,"阪急駅, 祇園方面, 阪急駅"
50193,"ＪＲ京都駅（在来線）, 銀閣寺周辺, 哲学の道周辺, 京都駅周辺, ＪＲ京都駅（在来線）"
120492,"ＪＲ京都駅（新幹線）, 金閣寺周辺, 衣笠・御室方面, 花園方面, 東福寺周辺, ＪＲ京都駅（新幹線）"
220376,"名神京都東インター, 松尾大社周辺, 東福寺周辺, 東寺周辺, 祇園方面, 京都駅周辺"
50528,"名神京都東インター, 高雄方面, 光悦寺周辺, 具体的な地名, 哲学の道周辺, 名神京都東インター"
40181,"ＪＲ京都駅（在来線）, 金閣寺周辺, ＪＲ京都駅（新幹線）"
180215,"不明, 醍醐寺周辺, 大原・八瀬方面, 不明"
50051,"京都市内の宿泊施設, 銀閣寺周辺, 哲学の道周辺, 哲学の道周辺, 哲学の道周辺, 哲学の道周辺, ＪＲ京都駅（新幹線）"
160144,"その他京都市境の道路, 京都駅周辺, 哲学の道周辺, 清水寺周辺, 国道１号大阪方面"
300260,"ＪＲ京都駅（新幹線）, 具体的な地名, 具体的な地名, 具体的な地名, 不明"
180288,"ＪＲ京都駅（在来線）, 醍醐寺周辺, 醍醐寺周辺, 醍醐寺周辺, 醍醐寺周辺, 京都市営地下鉄の駅, 河原町・新京極方面, 不明"
90217,None
310933,"ＪＲ京都駅（在来線）, 京都駅周辺, 二条駅周辺, 祇園方面, 平安神宮周辺, 不明"
180394,"ＪＲ京都駅（在来線）, 醍醐寺周辺, 河原町・新京極方面, 阪急駅"
20295,"名神京都南インター, 嵯峨野方面, 嵐山方面, 不明"
240157,"名神京都南インター, 嵐山方面, 嵯峨野方面, 祇園方面, 祇園方面, 清水寺周辺, 京都市内の宿泊施設"
20169,"名神京都南インター, 嵐山方面, 哲学の道周辺, 東福寺周辺, 不明"
30177,"名神京都東インター, 金閣寺周辺, 銀閣寺周辺, 平安神宮周辺, 哲学の道周辺, 清水寺周辺, 不明"
120122,"ＪＲ京都駅（新幹線）, 二条城周辺, 大徳寺周辺, 金閣寺周辺, 衣笠・御室方面, 北野天満宮周辺, 京都市内の宿泊施設"
300453,"不明, 具体的な地名, 嵐山方面, 不明"
210458,"ＪＲ京都駅（在来線）, 東福寺周辺, 下鴨神社周辺, 修学院・詩仙堂周辺, 北山通周辺, ＪＲ京都駅（在来線）"
170448,"京都市営地下鉄の駅, 東福寺周辺, 京都駅周辺, 近鉄駅"
310275,"ＪＲ京都駅（在来線）, 河原町・新京極方面, 平安神宮周辺, 哲学の道周辺, 平安神宮周辺, 京都駅周辺, ＪＲ京都駅（在来線）"
210470,"京都市内の宿泊施設, 具体的な地名, 御所周辺, 下鴨神社周辺, 具体的な地名, 河原町・新京極方面, 阪急駅"
310888,"ＪＲ京都駅（新幹線）, ＪＲ京都駅（新幹線）"
190227,"京都市内の宿泊施設, 東寺周辺, 祇園方面, 京都市内の宿泊施設"
130259,"京都市内の自宅・知人宅, 高雄方面, 大徳寺周辺, 京都市内の自宅・知人宅"
311273,"ＪＲ京都駅（在来線）, 不明"
300100,"ＪＲ京都駅（新幹線）, 京都駅周辺, ＪＲ京都駅（在来線）"
180347,"阪急駅, 醍醐寺周辺, 祇園方面, 河原町・新京極方面, 阪急駅"
70345,"京都市内の自宅・知人宅, 御所周辺, 平安神宮周辺, 京都市内の自宅・知人宅"
300318,"ＪＲ京都駅（新幹線）, 宝ヶ池方面, 修学院・詩仙堂周辺, 哲学の道周辺, 平安神宮周辺, 京都市内の宿泊施設"
200008,"京都市内の宿泊施設, 大徳寺周辺, 上賀茂神社周辺, 宝ヶ池方面, 平安神宮周辺, 平安神宮周辺, ＪＲ京都駅（在来線）"
80285,"不明, 具体的な地名, 具体的な地名, 不明"
210453,"京都市内の自宅・知人宅, 下鴨神社周辺, 大原・八瀬方面, 下鴨神社周辺, 京都市内の自宅・知人宅"
200467,"ＪＲ京都駅（在来線）, 清水寺周辺, 祇園方面, 上賀茂神社周辺, 京都市内の自宅・知人宅"
70263,"京都市内の自宅・知人宅, 具体的な地名, 具体的な地名, 不明"
300237,"不明, 具体的な地名, 具体的な地名, 具体的な地名, 具体的な地名, 不明"
290177,None
230317,"国道24号宇治奈良方面, 高雄方面, 国道１号大阪方面"
280610,"京都市内の自宅・知人宅, 二条駅周辺, 金閣寺周辺, 二条城周辺, 高雄方面, 修学院・詩仙堂周辺, 京都市内の自宅・知人宅"
240159,"名神京都南インター, 祇園方面, 具体的な地名, 不明"
170258,None
230423,"ＪＲ京都駅（在来線）, 高雄方面, 衣笠・御室方面, ＪＲ京都駅（在来線）, ＪＲ京都駅（在来線）"
270355,"ＪＲ京都駅（在来線）, 具体的な地名, 東福寺周辺, 平安神宮周辺, 具体的な地名, 祇園方面, 京都市内の宿泊施設"
120388,"ＪＲ京都駅（新幹線）, 嵐山方面, 衣笠・御室方面, 二条駅周辺, 御所周辺, ＪＲ京都駅（在来線）"
40407,"ＪＲ京都駅（新幹線）, 金閣寺周辺, 衣笠・御室方面, 宝ヶ池方面, 修学院・詩仙堂周辺, 宝ヶ池方面, 京都駅周辺, ＪＲ京都駅（新幹線）"
150049,"名神京都南インター, 鞍馬方面, 大原・八瀬方面, 不明"
150048,"京都市内の自宅・知人宅, 鞍馬方面, 具体的な地名, 不明"
100138,"ＪＲ京都駅（新幹線）, 嵯峨野方面, 嵐山方面, 松尾大社周辺, 京都駅周辺, 三十三間堂周辺, 京都駅周辺"
230318,"ＪＲ京都駅（在来線）, 高雄方面, 嵯峨野方面, ＪＲ京都駅（在来線）"
180287,"ＪＲ京都駅（在来線）, 醍醐寺周辺, 醍醐寺周辺, 醍醐寺周辺, 醍醐寺周辺, 京都市営地下鉄の駅, 河原町・新京極方面, 不明"
260291,"国道24号宇治奈良方面, 伏見稲荷大社周辺, 東福寺周辺, 国道24号宇治奈良方面"
120496,"国道24号宇治奈良方面, 衣笠・御室方面, 衣笠・御室方面, 国道24号宇治奈良方面"
180343,"近鉄駅, 伏見稲荷大社周辺, 醍醐寺周辺, 具体的な地名, 近鉄駅"
20667,"京都市内の宿泊施設, 具体的な地名, 具体的な地名, 具体的な地名, 具体的な地名, 京都市内の自宅・知人宅"
190108,"京都市内の宿泊施設, 東寺周辺, 具体的な地名, ＪＲ京都駅（在来線）"
310367,"ＪＲ京都駅（在来線）, 具体的な地名, 東寺周辺, 具体的な地名, ＪＲ京都駅（在来線）"
100015,"京都市内の宿泊施設, 嵯峨野方面, 嵯峨野方面, 具体的な地名, 具体的な地名, 具体的な地名, 具体的な地名, 不明"
120377,"ＪＲ京都駅（新幹線）, 花園方面, 衣笠・御室方面, 嵐山方面, 阪急駅"
210437,"京都市営地下鉄の駅, 御所周辺, 下鴨神社周辺, 下鴨神社周辺, 近鉄駅, 高雄方面"
30366,"ＪＲ京都駅（在来線）, 清水寺周辺, 嵐山方面, 金閣寺周辺, 平安神宮周辺, ＪＲ京都駅（在来線）"
20052,"嵐山方面, 嵐山方面, 嵐山方面"
50485,"国道９号亀岡方面, 銀閣寺周辺, 哲学の道周辺, 平安神宮周辺, 不明"
210321,"京阪駅, 具体的な地名, 下鴨神社周辺, 不明"
230027,"名神京都東インター, 具体的な地名, 具体的な地名, 不明"
50203,"京都市内の宿泊施設, 哲学の道周辺, 銀閣寺周辺, 京都駅周辺, ＪＲ京都駅（在来線）"
350471,"その他ＪＲ駅, 嵯峨野方面, 嵐山方面, 河原町・新京極方面, 阪急駅"
300008,"ＪＲ京都駅（新幹線）, 具体的な地名, 具体的な地名, 河原町・新京極方面, 祇園方面, 祇園方面, 具体的な地名, 哲学の道周辺, 具体的な地名"
